id	subtask_b
1124790535355551744	non
1126844175532666881	non
1162853107426045952	trg
1124821783624978434	non
1047838041774215169	non
988063882483822592	non
1051232091256578048	non
988824645746003969	non
1128679436063268864	non
1108622994476277760	trg
974721275687067649	non
985602764482007040	non
1120521470499852289	non
1021295498928541701	non
1175302502234959873	trg
1177861782339248128	trg
1166759275412283392	non
1126951214489452545	non
989626635371663361	non
1176061018444877824	non
1080440987862925313	non
1025033080606810112	non
1139946487079718913	non
992802773141000192	non
1160130017772429314	non
1123284378040373248	non
982201259372429313	non
1046795778784735232	non
1093621619162001408	non
1004346058321821696	non
1169129094312865792	non
1168531258063970306	non
991238824150761472	non
1033618895519854592	non
1013712444185894912	non
1125089787088650241	non
1104135030190886914	non
1174252842745573377	non
1074353544944336896	trg
1164557255540379648	non
1112400539638218753	non
1056922044435185666	non
1051581024113778690	non
1121131064037203969	non
1118999686759763969	non
1026700944770326528	non
1045445306580652033	non
1090716832443613186	non
1069260308944957440	non
976812179658805248	non
1169527589603618816	non
1111467049367175168	non
1004764770938097667	trg
1054183645756432385	non
1130259995667456001	non
1145056505668014080	trg
1120429556337451013	non
996116549252632576	non
992849577341538315	non
1151622497890181122	non
1092742747465965568	non
1011954690727260161	non
1144969282578767872	non
1089488963121893376	non
1144701145232879619	trg
989980417032892420	non
1051569047228338176	non
1117912481765048320	non
1111020661823234048	non
976890493689843712	non
1132611083183820800	trg
1138098310798106624	non
1100342730935410690	non
1089006817185812485	non
1114655525386559488	non
1062325094649860098	non
1043767777306320896	non
1131329848683716609	non
1089446949059739648	trg
1008468251674890240	non
1127245566260469760	non
1090852177164292096	non
1159371057305915394	non
1169659327889715200	trg
1119887108016103429	non
1044417426300047362	non
1071531452842557442	non
1027850610731696129	non
1041680344934703105	non
1069270621773881344	non
1115681466510381056	non
1142796515422953473	non
1010285635737997313	non
1171179411892297728	non
1175783894718799872	prof
1139868772632805376	non
1071678592428531714	non
1165615205780467712	non
996744682427375616	non
1161731938908090370	prof
1040302459237875713	non
1045346834879852544	oth
1176192418065993728	trg
1104411520602132480	non
1091268315757068288	non
1038104613113745409	non
1162637038035881984	non
1095332550317228033	non
1027469097158811649	non
1020894760570114048	non
1038468499180584960	trg
1127962473104117765	non
1102489620783263744	trg
1078192854244249601	non
1128256645769912320	non
1177968240456278022	non
1114679318377062401	non
1021029124255682561	non
1092144950819647490	trg
1143832746567057408	non
1069909020905955328	non
1044875241720336390	non
1164100001825529858	non
1167307615874908160	non
998605526001967110	non
1010458087034105856	trg
1162471344476495872	non
1141688371108024320	non
1121837346289324033	non
1058957668935761920	prof
1114807890605424641	non
1149727702234144769	non
994878370285608961	oth
1033277611609346048	non
1141241539529719808	non
1172554422137839619	non
997879019822514176	non
1176875762298839041	non
1168637433300299776	trg
1016575623551176710	non
1138104571165859841	non
1173759833138434048	trg
1094637620511023105	non
1093978305865355265	non
1009532171193913344	non
1007975281376755714	non
1163444935552430081	non
1060171670055538688	non
1176969230257987586	non
1028518316648878080	non
987267861235273728	non
991542327046033409	non
1017519168441274373	trg
1078568816806785026	non
1147198730850000896	prof
1048300459637858304	trg
1137387691388100608	non
1007384900012527617	non
1031544858278813697	non
1005329993025638400	trg
1147930367518806016	prof
1083128349764042753	non
1139253243161272320	non
1068867015115530240	non
1108416158544338944	non
1166798011546120192	prof
1174733098518482944	non
1020236430264725504	non
1149410143244890112	non
1123505559158841345	non
1046473069001420800	non
1060434427376005120	non
991226518910185473	non
976450120656007168	non
1162929092330688512	non
1141590316291710976	trg
1167074014550003712	non
1069257670140616704	prof
1170333664351330304	trg
1175464468626714625	non
1150141193256394752	non
1034325410002206721	non
1113304294332276736	trg
1130193268606754816	non
1163778106437656576	non
1107260783732420610	non
1029763658891636736	trg
1154535450402381824	non
1052553432094130176	non
977978260490473472	non
1011218786022805504	trg
1125899941568811013	non
1130018285225992193	trg
1049902818390417409	non
1165227659959394305	oth
1125687688848445440	non
1143536389717463042	non
1158268751164448768	non
980964778020663296	non
1166635232793124864	non
1027489743788027904	non
1148674782482915335	non
1007892164859265024	non
992065115477377031	non
985052747119591424	non
1070244422397251585	non
1160140158060179456	non
1158504189762461697	non
1114249848314900480	non
1170347459580702725	trg
1169216412981911554	non
1079830538033291264	non
1104054706958229504	non
1176983027358081025	trg
1166483370022510593	non
1008128977205104645	non
979665649940226050	non
1141807845937205249	trg
1129098832187461632	non
1119943907922599936	non
1171889582977310720	non
1020890826774319105	non
1169408966289436672	non
990511467316342784	non
1146425837157265408	non
1044939040087306240	non
1108038933311643650	non
981113338120888320	trg
1083108423133290496	trg
1156343673392705536	non
1163462195482628097	non
1081261373894680577	non
1163134857637224448	non
983272054131712001	prof
1175945881775988738	non
1041044211905306624	non
1087790666430717961	non
1104804097662828548	non
1160877505210978306	non
1162622394445520896	non
1084682550986108928	non
1105462945755074560	non
1128217042950262787	non
1170821652193710080	non
1112309406476238848	non
1127687612536324098	non
1037068587587063808	non
1059016500672114688	non
1169933887147073536	non
1017855445942325252	non
1121419753279635457	non
1122494713137905665	non
1051910178210222083	non
1030509770476793856	non
975594853777199104	non
1019268163387711490	trg
1162393539646500864	non
977621035074846720	non
1080596960908849154	non
1161595093582827520	non
1175164423935336450	non
1131148277011894273	trg
1118899856976826369	non
1120791481147625473	non
996788548828303360	non
975333566979760129	non
1174366692081852417	non
1103045892821659650	non
1173523734860324864	trg
989943707217604613	non
1165457565595181056	non
1178289547618205697	non
1081839470448689157	prof
1094480106460987392	non
999085219176222723	non
1161967880734461953	non
1107886509632507904	non
1086758009697640448	non
1031263614525681669	non
1163873006306955264	trg
1147531671794831360	non
1049880571026006016	non
1116011173672038400	non
1116362579876749313	non
981849417417396226	non
1102787910242394112	non
1119761422291013632	non
1080378408700469248	non
1026851721698582529	trg
1119739597825687554	non
1109742309304946688	non
990939254619623425	non
1099122916527169536	oth
1149598815386660864	trg
1087794320328060929	non
1038510291397562369	trg
1111545405962113025	non
1171732493260775425	trg
1168807977161240576	non
1001219697348632576	non
1069238589463117825	trg
1133870230806106112	non
1020196681122447361	trg
1096176620325560320	non
1159574824974524417	non
1132346875837857798	non
1116716456153108481	non
1089215925042233345	non
1013767060768387077	non
1178348153743036416	non
1036621298473033729	trg
1084952302304280576	trg
1127250011300012037	trg
1033313056443564032	trg
1036689943723171843	non
1092735540896714752	trg
1083060155510591488	non
1093270002587840512	prof
1150363256344784897	non
1139819112941662208	non
1084419631249584128	prof
1161404726010888192	non
985165940613636096	non
1032962086035484672	non
1126943760812781571	non
1140167068517617664	non
1127253645433688065	non
1147033648681689088	non
993933653725073410	non
1169553448142090240	non
1117105210659360774	non
1103382656631361536	non
1104311470295265285	non
1105905690739040257	non
1164914480427470848	trg
1008245382864887808	non
1119846199975129088	trg
1013829192318930950	trg
1169560248107065344	non
1129533967001165831	non
1163156913313464329	non
1155976410546106368	non
998121640058916864	non
992737731729084416	non
1069009030717280256	non
1044972925508616193	non
1169021985868996609	non
1085104621931151360	non
977448574517743616	non
1088365903929110529	non
1113336226986233856	non
1140150542393589760	trg
1131150221344485376	non
1165021100792852480	non
1168905222728630272	non
1069337119238307840	prof
1105142799572393984	trg
1020638398464385024	trg
1167415488823083013	non
988859707438895104	non
1043534464763203585	non
983002664479977472	non
1019959083263320066	prof
1089182223931244545	non
1158000600010956801	non
1113729347884670981	non
988694374698639360	trg
1011707193178185729	non
1167599134699921408	non
1044002131810955264	non
993129737689161728	prof
1115196061126135810	non
1113130458529718272	non
1117803971111006208	non
1005531720400154625	non
1140577346950434816	non
1044946929027874816	non
1070784120249290752	non
1103856116214190080	non
1000493838279028738	non
1093220499335852034	non
1158871264188162049	trg
1133346979885588481	non
1124537591762755589	non
1051226164432424960	trg
1163940652918460416	non
1099976968668438528	non
975386445006491648	non
1146166647427932160	non
1111598740845068291	non
996412334250872832	non
998711827499573248	prof
1039495640957550592	non
1071669183098875905	trg
1020419647408168960	non
988575064994951168	non
997099830974582784	non
1160223160047943680	non
987301867272179712	non
1129814551803908096	non
1110606497938063360	non
992821784893448192	trg
986746386757627905	non
1176506164273717253	non
1129289715453177856	non
1124788854622437377	non
1161695018106662913	prof
1098216215166754817	non
1168078966961262592	non
1103640277099646977	non
1080570929137238016	non
1109427553318719489	non
1116088865981390849	non
1113440451137294338	non
1012625061302456320	prof
1163203199374901248	non
1039089204347764736	non
993522354612572166	oth
1090019130894237696	non
1173241079556136961	non
986349680870256641	non
1097759473039523841	trg
1002259190398758912	non
1153058113953705990	non
1119616273439178755	non
1097195409217327106	non
1138421096699617280	non
1137870441534693377	non
1168060042513223680	non
1120249938607321089	prof
1142117641651478528	non
1048570468385611781	non
1156150239541305345	non
985493438274654208	non
1154783436567134211	non
1127248988372180992	trg
989196504840724480	non
1110289584603258880	non
1031117212453613568	non
1101002043542646784	non
1170281981319483398	trg
1127405744561762304	non
1088347263309623296	non
1173872009325006848	non
1072219258422288387	trg
1158740357372362753	non
1044615610695667714	non
1007016319584231426	non
1160554298855559171	trg
992672206877593600	non
1078887632422273025	non
1096686597263765504	non
1081154480962523136	oth
1123778594663223296	non
1165253503826255872	non
1174425485025193984	non
1176844939533139968	trg
1037594755318931457	trg
975427018484576256	non
1170936673812852736	trg
1163145163377651718	non
1138529242784894977	non
1159036948914364416	non
1148324070422921216	non
1173343992290926594	non
1068554788659433473	non
993120201754456064	non
1009535377823162368	non
1138741131699720192	non
994241962583699457	trg
1167868004006162432	non
1151940499491758080	non
978687767810117633	non
1135345497491890178	trg
1000417882390630400	non
1168488744900603909	non
1142490274809176064	non
986632572640858113	non
1054847365381869568	non
1163173802207039488	non
986845796636217344	non
1123908091597205504	non
998396132932947969	trg
1068858595721256960	non
1077323520823169029	non
1002292122257682438	non
1014033905526206464	non
1117417835968462848	non
1072438628972969984	non
1172910933980717056	non
1085647185260105729	non
1030979255172296705	non
989811426050105344	non
1028422221176483842	non
1013560459809652737	non
1127504239000006656	non
1153363661060263937	non
1128048905793490944	non
1025835195289743360	non
1060078416777674752	non
1010056147410345984	non
1152218460887408641	prof
1173199992061927429	non
1120810677357154304	trg
1157364351659053057	non
1101951913241862144	non
975000747975770112	non
1051893561745137664	non
1146788537234276355	trg
1163612415633821696	trg
1162300978533736448	non
1086366964874911744	trg
1155617854609416194	non
1110813971018330112	trg
1121701762900082688	non
1095062884860784640	oth
1102516318228623365	non
1141604179787563012	non
1021850106411274244	trg
1029107615350104065	non
1049812974255378434	non
1049747671823585282	non
1130158897141047297	prof
982290715182026752	oth
1005263880623452165	non
1020711419807924224	non
1104118183747817472	non
1171991959826776064	non
1103533537775570946	non
1148151277664317440	trg
995650674607181824	trg
1068525435514871813	non
1100674071434588165	non
1167488096474206213	trg
1160946735587483648	non
1031816040047697920	non
974728663882223617	non
1091461553201823745	non
1162974485106089984	non
1110784003148263424	non
1095163023281541120	non
1157998799723401216	non
1102668622852427784	non
986402571018481664	non
1131012172669227013	trg
1147621358630838272	trg
1020207135123222528	non
1162035109475868673	non
978736416208314368	non
1081143451402543105	non
1095281383428317185	trg
1096496821692715009	non
1117861770813530117	non
1170369791179276288	non
1008636988122173440	non
993050451116511232	non
1077289169456640001	trg
974952512649392128	non
989288045844320256	non
981262822008152069	trg
991579588886192128	non
1121281570709692417	non
1115484306464489473	trg
992816633847664640	non
1107728929765363713	non
1090242619303710720	non
976131226267418624	prof
1002640953021272071	non
1020989198290030599	trg
998506306028953600	non
1096836266858110976	non
1000308408422150144	non
1068195198008786944	non
1158480946905190401	non
1122796902418976768	trg
1017000000453267456	non
1086641041669804039	non
1164218393224011776	non
1003780910511161348	non
977219918121852928	trg
1162992204505395200	non
1039233809919733760	oth
1022958266169675776	non
1079708204261691393	prof
1056830974535917573	non
1008957903292813312	trg
1068590363659640833	non
1132993014652166144	prof
1075790651839709186	non
1031117116781604864	non
1163567650980737024	non
1151393926919708672	non
1077263508801273862	non
975999916890886150	non
1035992476128096257	non
1151037127855104000	oth
1165813897946947584	non
1113113722925576192	non
1170995337168916480	non
1007997476329189376	trg
1158483622917287936	non
1122677364062859264	non
1074424609401962499	non
1127127599795318784	trg
1118595632187494405	non
1092768530481770497	non
1054202308328853504	non
1046800316715421697	trg
1086230195936342016	non
1027211122473099264	non
1148942530672758784	non
1126816761192431617	trg
1006577505250267136	non
1144648865729175552	prof
1115979159103266818	non
1152693764546355200	non
1097564214279974917	non
1072932710241460224	non
1008423455887364097	non
1168981307889717248	non
1155550052032614400	non
1097215222698467328	non
990239884358176768	non
1081063050873053185	non
1004839875747688449	non
1051536750139596800	non
1051409694940639233	non
1060265923955884032	non
1048358356392595457	prof
1006092592570929152	trg
1050137095560421376	prof
974755621429022720	non
1152993867618246657	non
1137393761653272577	non
1160002534884466688	prof
1007746100344782849	non
1126628592467808256	trg
1145624007775019008	trg
1173490853786136577	non
1143164279467728896	non
1001911939600211968	non
979837376653643781	trg
1055586025551134720	non
1030208132465737728	non
1018745158605721600	non
1074226190318211072	prof
1031523387657650178	non
1027654125171957760	non
1000447819075997696	non
1016437012965023744	non
1095724442129481728	trg
1071772783061975045	non
1013097008767397888	non
1100411522130432002	non
1113555177796198400	non
1130306620112670723	non
1106850620789714944	non
1158832983308156928	non
1167932152643649540	non
988683237345067009	non
1126564835024613377	non
994659515554582528	trg
976310283605078016	non
1117513606151720961	non
1136730119912005649	non
1169954863066824704	prof
1144710635722366982	trg
1123694873297784837	non
1125379584327860224	oth
1001682778168184834	non
973569088629899264	trg
1010168398255403009	non
1157556834095566848	non
1159001498489151488	non
1138053499810406400	trg
1175091804531843075	non
1090109417683648512	non
1020070072998645763	non
1095741705054314496	non
1044848294176985088	non
1170924387916296193	non
1168569545155645442	non
1147228678327361537	non
1056200349374185472	trg
1075053765760376834	non
1123087815552708608	non
989506611046739969	trg
985615435734421505	non
1030679912976400384	non
1038261838285160448	non
1149726715301773314	non
1150742325980729344	non
1083244310219423744	non
986401156896346112	non
997530885225369601	trg
1142791392592314368	trg
1161955122773204994	trg
1034881699719593984	non
1173202463668805632	non
1123328857665409024	non
987216608845336576	non
1167733339563995136	non
1002869723107872769	non
1155949347739070470	trg
1138585824205950976	prof
1160988486377385985	non
1061830667380707328	trg
1168186202727616512	non
1105938761307906049	non
1147139943455703040	non
1053777992026079232	non
974634150358642690	non
1054256548812386304	non
1157733479829901314	non
1129793707144826880	non
1144291088921956354	trg
1142717334899056642	non
1160279002046697473	prof
990577742373687296	non
1104129290747170821	non
974751176121110529	non
1017061038095847429	non
980836939841658882	non
991456211383017472	non
1090308784168292354	non
1166449558001467398	non
1043948740359401477	non
1107290008594141186	non
1152347233544744960	non
1171151858611707905	non
1030743708944293888	non
1084503021646737408	non
1096458535762833408	non
1077308371370471426	non
1134772716589015041	non
1076754324330549248	non
1120678634061275137	non
1097019370906226688	non
1150290519299411968	non
974234201397563392	non
1172255561569701888	non
1076257191886245888	non
1059918157530443776	non
1005503849652736000	non
976907290233180160	non
1131665808483069958	non
1176835849201377282	trg
1106161246938820609	non
1008150554839744512	prof
1070464677656846336	non
1145767926437486592	non
1107908912915931137	non
983944877921722368	non
998942083221262336	trg
1046358564267339776	non
1008463832711417856	non
1001968564620988416	non
1093757353793675264	trg
1149384613397172224	non
1153173020174893058	non
1083468738727473152	non
1163463496035704833	non
1124268336878170112	non
979033476400930822	non
1140937892379930624	non
1169707588122042368	non
1172943246240210944	non
1081291500053585921	non
1071838374573600769	trg
1146560208719757312	non
976763960795033600	non
1082709838675800070	non
1173698180833259521	non
1157983040146202624	non
1110874794956935168	non
986653095752011783	non
1027883999493083136	non
1173339332171763713	non
1169256795514245120	non
977867662700240897	trg
1102664185035587585	trg
1109877423628345344	non
1091442865295769602	non
1025100695542870021	non
1132924301806641152	trg
1121095449631444993	non
979869653290962946	trg
