id	subtask_b
1080570929137238016	non
1082283260066054144	non
1132393222251196416	non
1035138111142076421	non
1011602990287982595	ind
985881555099963392	non
1013049465060683777	non
992484340176244736	non
1159867356954472448	non
1055189416669573120	non
1171107216855842818	non
1010971564945362950	non
1020700945347481600	non
1160229058095046659	non
1154683727836061697	non
1008267024898936837	non
1080092359055020032	non
1011579119069523968	non
1173510515362074624	non
1030498825839038465	grp
1016540856751443968	grp
1036161351369011201	non
1118645384849571840	non
1171766679044612097	non
1053273829315895300	grp
1174636267734257665	non
1042314362671771648	non
1109215545881169927	non
1174324174636101632	grp
1100398346257264640	non
1013462924302671872	non
1017354934860374016	non
1164235241977987073	non
984508632132923393	non
1096918314780188673	grp
997635189684793344	non
1104044332691144706	non
1059519502361264129	ind
1030829927346724866	non
1146658201594736640	non
1166695912212762624	non
1158447999879659526	non
1077057755985399809	non
1016419181619802113	non
1155431539032907777	non
1079609841222590464	ind
1023000467008311296	prof
1091608136224555008	non
1069787594811166720	ind
1120700725150011392	ind
1050868819734990853	non
1158010829889069058	non
1061487517210501120	non
976914852898902016	ind
1127379995725320192	non
1010777110686945280	grp
998851867911376896	ind
1051601748677287936	grp
1164930652883554305	grp
1002077007646199808	grp
1099791930303696896	non
1037582233236856832	non
999728741847887872	non
980167553120198656	non
1018191318353371136	ind
1130844574312570882	prof
1117315047213211649	non
1112823472596705280	non
1164811296052674560	non
1128237351573041153	non
1135299069348331521	non
1040889141410639873	non
1092361995578494976	non
1110464927892938752	ind
984428713721913344	ind
1000308408422150144	non
1073979777097392134	non
1101967764569419777	non
1090019130894237696	non
1031560004778815488	non
1125100896126406657	non
988119512565329920	non
987043308009672709	ind
1119832827133071362	non
1078013786311651328	non
1029420169444188161	non
1071568144962064385	grp
1002681277181546496	non
1171502536752164864	ind
1012932774943186945	prof
1126098842917773313	grp
1021516300043120642	non
1013011346886221826	non
1114814959639306240	ind
1084582684679131137	non
1019710620805951488	non
1167728954775605248	prof
1166050226664300544	ind
1042064390118420480	non
1059822960721182730	non
1086386541054881793	non
1045302796050935814	non
1092494343494123523	non
1115278387168387072	non
1042783285229899777	non
1148120552743325696	prof
1015077467483230208	non
1119427369809346560	non
1127155354507386880	non
984479202626932736	non
978967456994811906	non
1143906287652134917	non
1111277943077171201	non
1122166687988690944	non
1168880510065623040	non
992653931640737792	non
1156152944653475841	non
1040744681322242048	non
996351451067797504	grp
973569109798653952	non
1115949108978696193	non
1116437301859627012	non
1086515883814670336	non
1088367172148170752	non
1156329887604576256	prof
1005547152108646401	non
1094592682867986434	non
1116994152670072832	non
1092853908349861888	non
1151096537616924672	non
1159064471819755520	non
1111154811104387072	non
981788122794070016	non
1007662758312251392	non
1106105041721659393	non
986702934045003776	non
1101351022335877121	non
992150290534141954	non
1173831105646145536	non
1164223773383561217	non
1003740846351675392	non
1007359331334008833	grp
1158000524584783872	non
1112043786207723520	non
992749422227476486	non
1126601581925998593	non
1166634685302284290	non
1169341403970846721	non
991001034754527232	ind
1101535849722859521	non
1121476904995958789	non
1151835446466535424	non
1149068176820510725	non
1175180412307591168	non
1126745868332232705	non
980594820853968896	prof
1011284973754769411	non
1054037572123611136	non
985738097290874880	non
986501092279275520	non
1171392949403496448	non
1018453030797225984	non
1154829714625875968	non
1088364466809516032	non
1069331665871400961	ind
1016629787761217536	non
1128438258545852416	non
1160577948996554754	non
1001868605338914816	non
1034954318456270850	non
1129373990353539072	prof
988909220388069377	ind
1002795592756662272	non
974949052323368960	non
1016435120302186496	non
1023327296265039873	non
1016188758159437824	non
980939536132960256	non
1110151899016253440	non
1121671954543460352	non
979746502951219200	grp
1167413891208503296	non
1164789008230043653	ind
1093282194469064710	non
1163841712617328645	non
1096285102353592321	non
988714557307871232	non
1039046045865529344	non
1157703972796452866	non
1117844458798755840	non
1163728164499132416	non
1055095037351153664	non
1130449680196878336	prof
1016042839917191175	non
1103056482634002433	non
1172143668049977344	prof
1052615795581304832	non
1098743423954239488	non
1068042882668535808	non
1098895129212059651	non
1172592930827190272	non
1107493784080863232	non
1126138542013472769	non
1009664181929431040	non
1029699224978575360	non
1166324828942589953	non
1017611264363778049	non
1082318630782685185	non
1007795160019808262	non
1175389003329261568	grp
1018783348985094149	non
974634150358642690	non
1114880794902790144	non
1173003746894368769	oth
1156897531130974209	non
1141294374527127552	ind
1060261567437176833	non
1031523387657650178	non
1177354017770549249	non
1073536516029337601	non
1031292079060799493	ind
1039197170153521152	non
1092427700130713600	non
1089482867158274049	non
1097014241641537537	non
1075824868569071618	non
1159232377094332418	non
1148661595364581376	ind
1022906885937217536	non
1090160579069775872	non
1108344882874249217	non
1172554422137839619	non
1018871960187670530	non
1151157672525217792	non
1081827704691920896	non
1125947728536715265	non
1165490045081542657	non
1116217315069255681	prof
1039922114873180161	non
1120117857017303041	non
1175654258852749312	non
1122455930640244736	non
1158991247706603525	non
1134042440288100352	non
1158074503655768064	non
1098314671134789633	grp
1171169506833641472	non
1175182058601230337	non
1171735605476241408	non
1083466780507541508	non
1049903671323123712	non
1089548430358298627	non
1079817605156925440	non
1117478973687070720	non
1046481716926386176	non
1159719871158071296	non
1116750573871738882	non
979675349339574272	non
1160498918997864448	prof
1081510773220954113	non
1121845772801269761	non
1024649201836351488	non
1143472321623183365	non
1060406329041453056	non
1035650567840915456	non
1142719300865802240	non
994210870908551169	non
1144653932653883392	non
1156847804389756929	non
1169708883729965057	non
1147132844038340609	non
992111839482994689	non
1086719211114848259	non
1140181335815987200	non
1108245982305755136	non
1003230940775186432	non
1118829562283134977	ind
1041228975027175424	non
1097890169506672641	non
991024764620869633	non
995425470140289024	non
1148151277664317440	grp
1137372529952247809	non
1116279230583771136	non
1068590363659640833	non
1137020983829782529	non
1111530216692817927	non
980571968511643655	non
1128989689661329411	non
1076826764708667392	non
984381356607238145	non
999421267932532737	non
1097454136809934848	non
994510662431887361	non
1027511610124976139	non
1159579487501266944	non
1154061984758980609	non
1141472520576671745	non
1001733463983165441	non
976713269795786753	non
1170883401810948096	non
1081143451402543105	non
1003610993946255363	non
979016355377745920	non
1175146187420262406	non
1074991527716364288	non
1088122571898454016	non
1147392468306059265	non
1162757690575265797	non
1165291292819099653	non
1170622552508641281	non
1120811750818029580	non
1020263730792329216	non
1059723608719802368	ind
1145578288875823104	non
1094265205092163588	non
979042637264113666	non
1172116082699767809	non
1171545412806807552	non
1168189376788148230	non
1051406807971913728	non
1178209318518300672	non
1088875082779369477	non
1099878816598708224	non
1139290417038598144	non
1019586734139609090	non
1176438953773322241	non
1078991247661023232	non
997561871803744257	non
1025416154301562880	grp
1015364365418102784	ind
1075826733394350082	non
1136416519968235520	grp
1173262324481843201	non
987746837112254464	non
1145624007775019008	ind
1168216753282932737	non
1014033905526206464	non
1009140513893703681	non
1141296161510383616	non
1166824889854111744	non
1086010810260951040	non
1176225427410563074	non
1027338368923910144	non
1163848661165629440	non
1077331937461714945	non
1137348374032789505	ind
1170700285142077441	non
1083049785777684481	non
988830551103635457	non
1102330201533497344	non
1050720993080160257	prof
1175452084797394945	non
1017776576279334912	non
1150027139326103552	non
1078948746136834048	non
1035515699685457920	ind
1173240210018062338	non
1028617325564637187	non
1167950558247841793	ind
1036706223058509824	ind
987991840413704193	non
1108885118419120128	non
1000297384734285825	non
1069987368999026688	non
1144261773861806081	non
1028687150387277824	non
993042874165006336	non
1039162954090983426	non
995414850942701575	non
1042188687319150592	ind
1082086121448894465	non
1082716872657768448	non
1052519678919233537	non
973568991879983104	grp
1090720079120162817	non
1172604342928650240	non
1116689820955361282	non
1175843510890770432	non
999554084557467648	ind
997186704216817668	non
1144561462591074306	grp
1178650078904537089	ind
1058974928932876289	ind
1056262422644830208	non
1172215343600885761	non
1021476401717882882	prof
1074685938192797697	non
985026851121790981	grp
1076521277844869122	non
1171808602518106114	non
1012348597843656706	non
1162007120612663296	non
1087385213850841091	non
1018243989131194368	grp
1170378375686434816	non
973569089007480832	ind
1113038834965590016	non
1127340546098368513	non
1095979748419948544	non
1010986320448098304	non
1005571324591443968	non
1162784287902633984	non
1009038719096147969	non
1049171724007350272	prof
1129405486179278849	non
1118133147051405316	non
1003362355143733249	ind
1148328466879791105	non
1165309872671535104	non
1020292818726805504	non
1109953691413549062	non
1169251759367315457	non
1137282700266680321	non
1077308295680004096	non
1142215241939509248	non
973569110209687552	non
1169954357342855168	non
1139536185943044098	non
1175335017184149504	non
979379141475819523	non
1173834175771807745	non
1171050187411939328	grp
1076465818970537985	prof
1165240945597734912	non
1030895612328374278	non
1046125445438164992	non
1076628474473926656	non
1173332592252338177	ind
1036275210528452609	non
1059355070129676288	ind
1162035109475868673	non
1071463907930234880	non
1132359137306796033	prof
1089055612934254592	ind
1147174973821333504	non
1086573663762157568	non
1172443814314643457	non
1148566868518670337	non
1166982624952422400	non
1117794607159500800	non
1160958243033800704	ind
1120307064503447552	non
976210753005989888	non
1046465191234457601	non
987286717974577152	non
1037155773225357312	non
1120578358457380864	grp
1099991889758076928	non
1157963675115970560	ind
1089126697377677312	non
1126625969132003329	grp
996508210612920320	ind
1132654206173757440	non
1168619540672110599	non
1158842915038347264	non
1073171343473029120	non
1024775402030620672	non
1157330005422223361	ind
1172439914744467457	non
977214800978735104	non
1168473608638910466	non
1130370157631688714	non
1041086396512051201	non
1131967592967675904	non
1068839636380860416	non
1042640583116902400	non
1131698755902803969	non
1003319338215100417	non
1023852998546649088	non
1049189808717926400	non
1171523239702478849	grp
1085319443784318976	non
980032814405115905	non
1159939814877253633	non
1020796611037974528	non
1172248263438872584	ind
1007260118755545093	non
1109566751694565378	non
1026795836980822016	non
1108675154937303040	grp
1058729732399919106	non
1070390027207761921	non
1112408405271109632	non
1048903871458959361	non
982973795878227968	non
1140167068517617664	non
1170320946051391490	non
1128941859450085376	non
1166041901818142720	ind
1071689919024783360	non
1118885241601634308	non
993121888799993856	non
989263182874206208	non
1177227978998202373	non
977621035074846720	non
1070785923925843968	non
1114862480533094400	non
1085104621931151360	non
1099750660831096834	prof
1137668176991391744	non
1157760500639391751	non
1086310161965301760	non
1174745849148116993	non
1053345846853582849	non
1079417004136763392	ind
1127105101917761540	non
1129714869912113152	non
1167332803668844544	grp
1157998799723401216	non
1163573780108779526	non
1083279425167413250	non
1164865822311014400	non
1114648570903302145	non
1100656385598078977	grp
978381451950469121	non
1148182118935289856	ind
1028768523592630272	non
1070690799497687041	non
1145988388383858689	non
1089865175799353344	ind
1147998372445466625	non
1035275150659411968	non
1075408314136182784	non
1175391529478885376	non
1003276539591610370	non
1169495230007169024	ind
1158024615756750848	non
1008154284289134592	non
1154786566973394949	non
1001566476153782278	non
1080861358084763649	non
994659057897230336	ind
1159834433190387712	non
1069521806166507521	prof
1133251873723604993	non
1169356093367214081	ind
985512190106103808	non
1134564995591811078	non
1095677191940202496	non
981247472906326016	non
988345526918828032	oth
1166452423331844102	non
975314723272052737	ind
979047103803555840	non
1101598245510397954	non
1047906879148646400	ind
1164559031681343489	non
1153429972071198722	prof
1174419424406855688	non
992413746340429826	non
975432239315120135	non
1088507305799356423	non
1170264194815541249	non
1138035126628212737	non
984065036376313856	non
1022391085522403328	non
1138817487594827776	non
1101090510884818949	ind
1023969403216510976	non
1037016908443344896	non
1132350226629562369	non
992279800558469121	non
1074060282882916354	non
1003206282977988608	non
990493252813025280	non
1173339332171763713	non
1174729016881885185	non
1164502314415198208	non
1138746164470255617	non
1176226123518230529	non
1093260055754014721	non
1091288280304361472	non
1175725193555251200	non
1164801575220469762	ind
1171872970463162368	non
1168935925352685568	non
1120670978785333248	non
1171110625700974597	ind
1051146066488434689	non
1099995366647386112	non
1151378725671489536	ind
1074937794773114881	non
1092759365260636160	non
999447442142703621	non
1138719257133551616	non
989779833759715328	non
1050351022139469824	non
1103579902870253569	non
1161410039804026880	non
1085373650398859269	ind
1139404471639760896	non
1175022464641982464	grp
1107910457501847552	grp
1031097965581152256	non
1175029466004938753	non
1121627193702895616	non
1007997476329189376	grp
1011523417957421056	non
1096533838757588993	non
1124771003182268416	non
980202940232339456	non
1124304190073987073	non
988521850761371648	non
1043524366364028928	non
1097446376600936449	ind
1124288386569842694	ind
1071831082679574530	non
1129019560886198273	non
975779701825458176	non
1027115457638223873	non
1176061018444877824	non
1110181025144078341	non
1125912130123960321	ind
1092518355838349312	non
1087407124198633474	non
1159930570585071618	non
976057214837370881	non
1159517523404099585	non
1043774623823945728	non
1142865582511050758	ind
1018568423708774400	non
1007921042449367040	non
1164145886596882432	non
1094579427231567872	grp
1016787689507557376	non
1077662655194849280	non
1134448612174422016	non
1049078295260794880	non
1018083213644886016	non
1060962151844732928	prof
1112446861913321472	non
1001200946179989504	non
1012264344938274816	non
1011012147940294657	non
1089833028300558337	non
1168009543462207488	prof
1111933719001161728	non
1155550052032614400	non
1172225274441867264	ind
1053399420404948992	non
1118808790445514752	non
1073118267865206784	non
1101054927680532481	ind
1004750038407569408	non
1114111440175226880	non
1134616565427646469	non
1142490274809176064	non
1009787911494144000	non
1151495140500017152	non
1165915021576155138	non
1110775858015465473	non
1118206513603121152	non
1176592224190160900	non
1032313202091192321	non
1051404211232104449	non
1086015596628717568	non
1086285432298573824	non
1016956319281156096	non
1022503703377600512	oth
1138700363668893702	prof
1028685811481538560	non
1165529648450756609	non
981198012876754944	ind
1169340535921958914	non
1099956238484492289	non
1005783786192334848	non
1017684521137799168	non
995992532797583360	ind
1165733359076687872	non
985627687959056385	non
1166129120318824458	non
999354186348232705	non
1021298399541383168	non
1160347415800627200	non
1051186975867396102	non
1170992252094734336	non
1094525876627259392	non
1038279215056072705	non
978759978428268544	non
1090308784168292354	non
1079385548001812480	non
1104828159663489031	non
1124581453185024000	non
1171429986495950848	ind
1069009463993163776	non
1154065830830923778	non
1004006672245886976	non
1070418024426020864	non
1026783610173616130	non
997044373014679553	non
1143566791303749632	non
989412516190187520	non
1000417882390630400	non
1171206916929916930	non
1088782793541369862	non
1175842449572409344	prof
1048850970988486656	non
994274837974736896	ind
1026148937152057344	prof
1016340178821156865	non
1095348276482715649	non
1023919557524774912	non
1152264615524536320	non
1148117374953902081	non
1086228720329740289	non
1018860542239412224	non
1092500760389128194	prof
1031527526638727168	non
1109434199348527104	non
1106635902552625153	ind
1001780674834124802	non
1088452789020180490	non
1088197494620729346	non
1081587237366710272	non
1034455418452488192	non
1100007743933607936	non
1176844939533139968	ind
1123508418361405443	non
982148932644958208	non
974374734380007424	non
1164090616512438272	non
1024779466042683392	non
1092761794865696769	non
1055879988652605441	ind
1093587316919230464	non
1047937379519156229	prof
1144370373640765440	non
990672922292473856	non
1083713256588480512	non
1031125243157508097	non
1177630416745979904	non
1087826168286511104	non
1170994556717977600	grp
1110666716168835072	prof
1016711530950352903	non
1022494681475833856	grp
1028963302267867136	non
1150501186614771712	non
1101236499356499968	non
1115309545621000192	non
1110500364669861890	non
1103679501563760641	non
1132811083994009601	non
1154460654075613185	non
1170611604213370880	non
1104344572182827008	ind
1000180124065640449	non
1119304762376294400	non
1118481029642244099	non
979592129013075968	non
979847662940950531	non
984491126492147713	ind
1058783385429164034	non
1174036081236434952	prof
1088719993590685696	non
1160258081097469952	non
1147647621667991552	ind
1112426934489759745	non
1129210692811337738	non
1045309286853873664	oth
1074378575556591616	non
1111849263284305920	non
992106706221043712	non
1035485588869328898	non
986351738633547777	non
1097170200355618817	non
989787232218345477	non
998592346689298432	grp
1162996079056625664	non
979311309811576832	non
1118596889589493767	non
1160119363640406016	non
1165219260970491904	non
990133671582715904	non
1106979557532463104	non
1054083033651920896	ind
990187786119598080	non
1119669486418898945	oth
1172661245750796289	non
1018478003595239424	non
1166606738860204033	non
1070346852539613184	non
995187954397122560	non
998331048495927296	ind
1174135964647788544	non
1115243839659347970	non
1004839875747688449	non
1130390860070305792	non
995359737528176640	non
1167804087074791425	non
1052525253186981889	ind
981848261790224385	non
1174030104730787841	non
1147682411494477832	non
1115674681007325185	non
1100767896479940608	non
1158141841176432641	ind
1148885580844916736	non
1035468553942650880	non
1024070787324624896	non
1093232363558064129	non
1000125687288795142	non
1013395011587764224	non
1177836610274152449	non
988905563500269568	non
1012821501102493697	non
1049791273425661954	non
1143133296408322048	grp
1095205163600670720	non
1161688024079577089	non
1000053315051409411	prof
1166372628325687296	non
1174794139327750144	non
1130167704546095105	non
1008747703130566656	non
1135307714819743747	non
1012057243645284354	non
989126160859779072	grp
1016971101501521921	non
1146558427797360644	non
1133346979885588481	non
976837325903638528	ind
982690178740510720	non
1117023834203463680	non
990201049611980800	non
990115091243831296	non
1053681098570506240	non
977311932746223616	non
1002704425864105984	non
1175879881051299840	non
1160496387294924801	non
1080981311425314817	prof
1132302317372493827	non
1126561144108408832	non
1153397244999196672	non
1160082205189820416	prof
1168650409474494467	non
1083362500391907328	non
1162991668217438208	non
1017052556357525510	ind
1016117086282764288	prof
1010115738168946688	grp
1147428382105362432	non
1105029688991367168	non
980639191116800001	ind
1112412913942364163	non
1056551310760251392	non
1152675920987209728	non
977180632601300993	non
1090164603638681601	non
978246448658644993	non
1120013173212483584	non
1093643504985751552	non
1019666202753470465	non
1041065499210276870	non
1176719319792836608	non
1116748141183873024	non
973774057924636673	ind
1175605351724539905	non
1154926370377621505	non
1089207622186815495	non
1085894995767410688	non
989839541677772800	ind
1007419341145542656	non
1129393401835737088	grp
1171435711469244419	non
999335295928553472	non
1148026976894169089	non
987732968692121611	non
1176372650442153985	non
1168172788949180416	non
1169356923927433219	non
1141958122363346944	non
1078003317903708160	ind
1035392048503894016	non
1125687688848445440	non
1048707984283639808	non
1030350158108737536	non
981222944893489152	ind
1124738572735717377	non
980547799682076672	non
1116259622627753984	non
1171527651997044736	ind
1058475737710256129	ind
1141461455851667456	ind
1147842118905470977	non
1143531537037713408	grp
1145276142812848128	non
1176478697160921088	non
1101939397421879297	non
1104408970586923008	ind
1163415646178357248	grp
1000735413668020225	ind
1093452400839585793	non
1094991733744717826	ind
1016416392965443584	non
1157624453557379073	non
1169237821565149187	non
1005950224114835457	non
1160519071697440769	non
1015040086910619649	non
1012577359655002113	non
991327954218168321	non
1175420036187660288	non
975463934806421504	non
1072771552280801280	ind
1159992406126878720	non
984827346011279362	non
1097952969994260481	non
1084735926897655809	non
1021684469256912896	non
1059567070562713607	non
1170302853300326400	prof
1141590316291710976	ind
1163427045285748736	non
1030916342394834944	non
1137155417262501888	non
1000333880782704640	non
1100121166201671682	non
1129289715453177856	non
1176394290068692993	non
1132782337777913857	non
997150923486126080	non
1146823089394716672	non
1108027369984540672	non
1165530702185730053	non
1114436562635370496	non
1030340357777711104	non
977497458744979458	non
1147074454595543045	non
1176421429186826240	non
1014986211159695362	non
989795631756701696	non
1007932494635786240	non
1025229328257306624	non
1036659810056302592	non
1105878347534471168	non
1123655681071099904	non
1125791518235746305	non
1001569434144788480	non
1145561682158194688	ind
985535633069412352	non
973569113124753408	non
1087478260756295680	non
1172287322567696384	non
1131118131747971072	non
1161597209739190277	non
1110080945258934272	non
1070652203684282368	non
1108811133769695234	non
1012699941578276866	non
1055240334106677249	non
974363410510032899	non
1158623922000150529	non
1120994985933975552	non
1007247421301252096	non
1107756409591083008	non
978564312947150850	non
1044497223667642368	non
1108116692809498625	non
1083813971478671360	non
1089650397868974080	ind
1129070815360835585	non
1016705070954672128	non
1153342812936724481	ind
975263757197815808	non
1173539162638770178	ind
1174232081825710084	prof
1083774957077843973	non
1104103845733519361	prof
1000306284913221633	non
1174207376813170689	non
1091084530260299777	oth
1083343966878220288	non
1127679705849761792	non
1034510326623072256	non
1052422315798073345	ind
1106203318689386496	non
996671593630830592	non
1039264475931701249	non
1122524105989922816	non
1141313028803223553	non
1107966710269779969	oth
1163929071400734722	non
1088784741757792261	non
1117718943957962753	non
989426016849399809	non
1113839879987789824	non
1023552655761858561	ind
1093208839753777152	non
1111936433483382784	non
1054023064176988163	non
1159377723082645505	non
1010461731913682944	prof
1102956621506990081	prof
1100674071434588165	non
1163021541560508416	ind
1154763274384228353	non
1171680681551892480	non
1106799810148007936	non
1167430263644835841	non
997956174065651712	non
1168633158130110464	non
1092825760346316801	non
1106143553011486720	non
973833627825065986	non
1069731119615172609	non
1125534637760098310	grp
1012381816194465792	non
1048732234558181376	non
1141783883551322112	ind
990505655122448384	non
1114715494643318784	prof
1163778609393389569	non
1142884006888902656	non
1136298910656401417	non
1144205504228601858	ind
1160464364337606656	non
1176415246606643224	grp
1102931396287447041	non
996283421298225153	non
1084942543354322948	ind
1139539900766793729	non
1151992199732580352	non
1068476164614877184	grp
984839457399541760	grp
1033964222420582400	non
1039579837864849408	non
1055024134185467904	non
1110047943355179008	non
1056101528929476608	non
1035185066253725697	non
1025565894590771200	non
1009391742892806146	non
1158076243608330240	non
1174743571305570305	non
975822174161375232	non
1119699110091739138	non
1082225604940963841	non
1023912381309706242	non
1017663143097532416	non
1059392678473973760	non
989511591463915520	ind
995321809657585664	non
1098873470585315329	non
1072208869181530115	non
1156571292574896129	non
1170355906862833664	non
1175877895631376384	non
1166439855942971402	non
1000805964700946433	non
1100776053323284480	non
1073632441951285249	non
1171312537381593088	non
1039525737701797889	non
1133172312981856258	non
1027534352220139520	non
1105551976346144768	non
1138379578840408064	non
988686803304697856	non
1134877364922585088	non
1060954816204193793	non
993156992771477504	non
1122485682205859840	non
1137763852479803397	non
1145591766105624576	non
1001831322023809029	prof
1054861115144888320	non
1175112335653949440	non
1158554258368802816	ind
986344793507860481	non
1093567267835691013	non
1122164356299538433	non
1054925291913728000	non
978573295036633088	non
1081677376646512640	non
1164783433739976704	non
1047152644261855233	non
1079809681751793664	grp
1119624911071404033	ind
1174942638408994820	non
1130933671844876290	non
1015880556687642625	non
1118147575255916545	non
981444297160568832	non
1046660021701005313	non
1047174390587305985	non
1027801625333772288	non
1039233809919733760	oth
1176431544766029824	non
1135062021924433920	non
1127495575488946176	grp
1138827164936282112	non
1165030699738509312	non
1164944814045061120	non
1130792509695823872	non
1144116728839987200	non
977278238723592192	non
1081939098263347201	non
1013655433402298368	non
976599101511995392	non
986458615736426497	non
976378933607268352	grp
1045445306580652033	non
1038107096171126789	non
1160684752686501889	non
994691998312484865	non
1020043621381353472	ind
1043172206023503872	non
1095731735390810112	non
1148634479050838016	prof
1011891435828805632	non
1132036658042474496	non
1163561720109047809	non
1158765355898155010	non
1171292968382337026	non
1104782350569914372	non
1168604884289105921	non
979619296107290625	non
992403684406554625	non
973569099619061760	non
1173281874350936064	non
1148717327841669122	non
1161280364947677188	non
1118051964657467392	non
977629834863087618	non
1055086311210663936	non
1081570351702859776	ind
1163934527347187717	non
1039233562904592384	non
1171326410453127168	non
1166247855222337537	non
993581586695249922	non
1001526120032894976	non
1160104715994226688	non
1049856639078154240	non
1121342973978075141	non
1082654891573678080	non
1030452828605698048	prof
1081628085907275776	non
1094588641559670785	ind
991730552750460928	non
1134783427364958209	non
1040620789626793985	non
1015134053069197313	non
1154029812563894272	non
990824118726602752	non
1090397690897334273	non
1147081423066734593	non
1148180372670341120	non
1018204575474634755	non
990818516419907585	ind
1165010254222020612	non
1173901087453175808	non
1135497319451959297	non
1072798566463258626	grp
1139818357329399811	non
1154785315577651205	non
1011293630483582976	non
1137493395373535232	prof
1073356224882753537	non
1074660508421292038	grp
1035825208895184896	non
1119736851571662849	non
974315426372030464	non
1070230408544051200	non
1014004238228361216	non
1058769922946490368	non
1042130389140160512	non
1006237393203195905	grp
1012157895591563265	prof
1083128349764042753	non
1121461285974085633	non
1178233564481146880	non
1123910070188818433	non
1140325889105977345	non
981196746100563968	non
1169697957853220866	grp
1046862670312484865	grp
993168078165954568	non
1165193589896425472	prof
985200416509046784	non
1077543703449874432	non
1018799505397944320	non
1134851469524553728	ind
1037068587587063808	non
978603934699966464	non
1097080325732253697	non
1059311598433636352	non
1090381465844703233	non
993035964963524610	grp
983706306115751936	non
1072587983923134472	non
1163435341833023488	non
1023860510125637633	non
1161283495836160002	non
1128404757738139648	non
1175181125788065797	ind
982210890932957191	non
987694006141440000	non
976405257126383616	non
1124339267692584961	non
1137387691388100608	non
1007212375446048768	non
982319567904083969	prof
1044672928770641920	non
1065298578908880896	non
1117221669259685888	non
1019769689449345025	non
1139422286417711104	non
1046657088296869888	non
1032998716595216386	non
1036244514862759936	prof
973839917875957762	grp
1132793359104397312	non
1142710752962383872	non
1147531671794831360	non
1070655630388670464	non
978668742338138112	non
979477996301160449	non
996921722350854144	ind
980200057831124992	non
1038411132061581312	non
1118531702278762497	non
1058807989107351558	ind
1160111128015454215	non
992366718818406401	non
1074424363011723265	non
1126108527750254594	non
1113776666357243904	grp
1136652917598035969	non
1008810781406892037	non
1127540212131946496	ind
1161079229758496772	non
1168413847096635392	grp
1051398548959440896	non
1173251210104713217	non
1109883614261637120	non
1077954761230610432	grp
1159749253151043584	non
1055170021469634562	non
984370545750921216	non
1037388462138294272	grp
981611505933307906	non
1092467753380921344	non
1159116664992088064	non
1112433952210472962	ind
1097190966203699206	non
976910015469637632	non
1161538984713117696	non
1129576926430072833	non
1125402742778888192	grp
1041631444198731776	non
1134602876439937024	non
1047061871189286917	non
1167402402737217536	ind
1056823830461722624	non
1155524406191493121	non
1078247578007990273	non
1173320821865156608	non
1158886119381053440	non
1166021252840116225	non
